"232-0064","神奈川県横浜市南区別所","2014-11-04 09:49:49.000000"
"426-0005","静岡県藤枝市水守","2014-11-04 09:49:49.000000"
"458-0817","愛知県名古屋市緑区諸の木","2014-11-04 09:49:49.000000"
"497-0032","愛知県海部郡蟹江町今","2014-11-04 09:49:49.000000"
"523-0833","滋賀県近江八幡市鍜治屋町","2014-11-04 09:49:49.000000"
"599-8253","大阪府堺市中区深阪","2014-11-04 09:49:49.000000"
"651-1422","兵庫県西宮市山口町金仙寺","2014-11-04 09:49:49.000000"
"861-5283","熊本県熊本市西区松尾町上松尾","2014-11-04 09:49:49.000000"
"064-8565","北海道札幌市中央区南九条西1丁目 北海道　自動車交通共済協同組合","2014-11-04 09:49:49.000000"
"025-0394","岩手県花巻市大畑第10地割109 リコー光学　株式会社","2014-11-04 09:49:49.000000"
"010-8507","秋田県秋田市川元山下町5－21 全国健康保険協会　秋田支部","2014-11-04 09:49:49.000000"
"960-8511","福島県福島市清水町字一本松1－1 ＮＥＣワイヤレスネットワークス　株式会社","2014-11-04 09:49:49.000000"
"330-9503","埼玉県さいたま市大宮区錦町682－2大宮情報文化センター 株式会社　富士通ビジネスシステム　関東支店","2014-11-04 09:49:49.000000"
"103-8321","東京都中央区日本橋室町3丁目4－4 ユニチカ　株式会社　東京本社","2014-11-04 09:49:49.000000"
"105-8445","東京都港区虎ノ門2丁目2－4 独立行政法人　国立印刷局","2014-11-04 09:49:49.000000"
"108-8307","東京都港区三田3丁目9－6三田Ｍ－ＳＱＵＡＲＥ13階 フジテック　株式会社　東京支社","2014-11-04 09:49:49.000000"
"108-8703","東京都品川区東品川2丁目3－14（高輪郵便局私書箱第31号） シティバンク銀行　株式会社","2014-11-04 09:49:49.000000"
"140-8639","東京都品川区東品川2丁目3－14 シティバンク銀行　株式会社","2014-11-04 09:49:49.000000"
"153-8541","東京都目黒区目黒1丁目24－12（オリックス目黒ビル） 株式会社　阪急コミュニケーションズ","2014-11-04 09:49:49.000000"
"186-8680","東京都国立市谷保367 東京多摩青果　株式会社","2014-11-04 09:49:49.000000"
"186-8650","東京都国立市谷保1796（国立郵便局私書箱第31号） ヤクルト中央研究所","2014-11-04 09:49:49.000000"
"245-8553","神奈川県横浜市泉区和泉町2563 神奈川県立和泉高等学校","2014-11-04 09:49:49.000000"
"245-8501","神奈川県横浜市泉区和泉町3321 株式会社　モリリカ","2014-11-04 09:49:49.000000"
"245-8555","神奈川県横浜市泉区和泉町3864 ユージエム　株式会社","2014-11-04 09:49:49.000000"
"922-8511","石川県加賀市永井町43－41 うるし蔵","2014-11-04 09:49:49.000000"
"910-8528","福井県福井市中央3丁目6－2 安田火災海上保険　株式会社","2014-11-04 09:49:49.000000"
"422-8507","静岡県静岡市駿河区曲金6丁目1－46 太陽建機レンタル　株式会社","2014-11-04 09:49:49.000000"
"737-8517","広島県呉市和庄1丁目2－13すこやかセンターくれ5階 社会福祉法人　呉市社会福祉協議会","2014-11-04 09:49:49.000000"
"861-0392","熊本県山鹿市鹿本町来民686 山鹿市役所　鹿本総合支所","2014-11-04 09:49:49.000000"
"861-0592","熊本県山鹿市大字山鹿978 山鹿市役所","2014-11-04 09:49:49.000000"
"861-0593","熊本県山鹿市大字山鹿511 山鹿市立病院","2014-11-04 09:49:49.000000"
"861-0692","熊本県山鹿市鹿北町四丁1612 山鹿市役所　鹿北総合支所","2014-11-04 09:49:49.000000"
"870-8558","大分県大分市東春日町17－19ソフィアプラザビル2Ｆ 株式会社　エフエム大分","2014-11-04 09:49:49.000000"
