"1","1","9N001000000000001"
"1","2","9N006000000000001"
"1","3","9N011000000000001"
"1","4","9N021000000000001"
"1","5","9N016160100000001"
"1","6","9N016160200000001"
"1","7","9N016160300000001"
"1","8","9N056000000000011"
"1","9","9N056160400000049"
"1","10","9N061000000000011"
"1","11","9N061160800000049"
"1","12","9N066000000000011"
"1","13","9N066160800000049"
"1","14","9A755000000000001"
"1","15","9A752000000000001"
"1","16","9A751000000000001"
"1","17","9A765000000000001"
"1","18","9A762000000000001"
"1","19","9A761000000000001"
"1","20","9N141000000000011"
"1","21","3F015000002327101"
"1","22","3F015000002327201"
"1","23","3F015000002399901"
"1","24","3F070000002327101"
"1","25","3F070000002327201"
"1","26","3F070000002399901"
"1","27","3F077000002327101"
"1","28","3F077000002327201"
"1","29","3F077000002399901"
"1","30","3B035000002327201"
"1","31","3B035000002399901"
"1","32","3B045000002327201"
"1","33","3B045000002399901"
"1","34","3B090000002327101"
"1","35","3B090000002399901"
"1","36","3D010000001926101"
"1","37","3D010000002227101"
"1","38","3D010000001927201"
"1","39","3D010000001999901"
"1","40","3D010129901926101"
"1","41","3D010129902227101"
"1","42","3D010129901927201"
"1","43","3D010129901999901"
"1","44","3D045000001906202"
"1","45","3D045000001920402"
"1","46","3D045000001927102"
"1","47","3D045000001999902"
"1","48","1A020000000191111"
"1","49","1A020000000190111"
"1","50","1A010000000191111"
"1","51","1A010000000190111"
"1","52","9N501000000000011"
"1","53","9N506000000000011"
"1","54","9N511000000000049"
"1","55","9N516000000000049"
"1","56","9N701000000000011"
"1","57","9N706000000000011"
"1","58","9N711000000000011"
"1","59","9N716000000000011"
"1","60","9N721000000000011"
"1","61","9N726000000000011"
"1","62","9N731000000000011"
"1","63","9N736000000000011"
"1","64","9N741000000000011"
"1","65","9N746000000000011"
"1","66","9N751000000000011"
"1","67","9N756000000000011"
"1","68","9N761000000000011"
"1","69","9N766000000000011"
"1","70","9N771000000000011"
"1","71","9N776000000000011"
"1","72","9N781000000000011"
"1","73","9N786000000000011"
"1","74","9N791000000000011"
"1","75","9N796000000000011"
"1","76","9N801000000000011"
"1","77","9N806000000000011"
"1","78","3D046000001906202"
"1","79","3D046000001920402"
"1","80","3D046000001927102"
"1","81","3D046000001999902"
"2","1","9N001000000000001"
"2","2","9N006000000000001"
"2","3","9N011000000000001"
"2","4","9N021000000000001"
"2","5","9N016160100000001"
"2","6","9N016160200000001"
"2","7","9N016160300000001"
"2","8","9N056000000000011"
"2","9","9N056160400000049"
"2","10","9N061000000000011"
"2","11","9N061160800000049"
"2","12","9N066000000000011"
"2","13","9N066160800000049"
"2","14","9A755000000000001"
"2","15","9A752000000000001"
"2","16","9A751000000000001"
"2","17","9A765000000000001"
"2","18","9A762000000000001"
"2","19","9A761000000000001"
"2","20","9N141000000000011"
"2","21","3F015000002327101"
"2","22","3F015000002327201"
"2","23","3F015000002399901"
"2","24","3F070000002327101"
"2","25","3F070000002327201"
"2","26","3F070000002399901"
"2","27","3F077000002327101"
"2","28","3F077000002327201"
"2","29","3F077000002399901"
"2","30","3B035000002327201"
"2","31","3B035000002399901"
"2","32","3B045000002327201"
"2","33","3B045000002399901"
"2","34","3B090000002327101"
"2","35","3B090000002399901"
"2","36","3D010000001926101"
"2","37","3D010000002227101"
"2","38","3D010000001927201"
"2","39","3D010000001999901"
"2","40","3D010129901926101"
"2","41","3D010129902227101"
"2","42","3D010129901927201"
"2","43","3D010129901999901"
"2","44","3D045000001906202"
"2","45","3D045000001920402"
"2","46","3D045000001927102"
"2","47","3D045000001999902"
"2","48","1A020000000191111"
"2","49","1A020000000190111"
"2","50","1A010000000191111"
"2","51","1A010000000190111"
"2","52","2A040000001930102"
"2","53","2A030000001930101"
"2","54","2A020000001930101"
"2","55","2A020161001930149"
"2","56","9A110160700000011"
"2","57","9A110160800000049"
"2","58","9A110161000000049"
"2","59","9E100166000000011"
"2","60","9E100166100000011"
"2","61","9E100166200000011"
"2","62","9E100166300000011"
"2","63","9E100160900000049"
"2","64","9E100161000000049"
"2","65","9N501000000000011"
"2","66","9N506000000000011"
"2","67","9N511000000000049"
"2","68","9N516000000000049"
"2","69","9N701000000000011"
"2","70","9N706000000000011"
"2","71","9N711000000000011"
"2","72","9N716000000000011"
"2","73","9N721000000000011"
"2","74","9N726000000000011"
"2","75","9N731000000000011"
"2","76","9N736000000000011"
"2","77","9N741000000000011"
"2","78","9N746000000000011"
"2","79","9N751000000000011"
"2","80","9N756000000000011"
"2","81","9N761000000000011"
"2","82","9N766000000000011"
"2","83","9N771000000000011"
"2","84","9N776000000000011"
"2","85","9N781000000000011"
"2","86","9N786000000000011"
"2","87","9N791000000000011"
"2","88","9N796000000000011"
"2","89","9N801000000000011"
"2","90","9N806000000000011"
"2","91","3D046000001906202"
"2","92","3D046000001920402"
"2","93","3D046000001927102"
"2","94","3D046000001999902"
